LAD22CD,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,LSOA_fraction
E06000001,84.96117996535872,79.28357002295903,82.63909485901655,91.23718308398459,100.0286822873601,108.90294981878603,116.68043596136852,134.58092563997062,155.93493179433784,202.3405516029479,278.6377089511757,411.44196418230524,499.70134701559346,713.4794361980636,746.3988518691508,752.3493325201347,764.2334727540069,779.6776057645619,837.0438168701533,919.6331004489631,1013.7530009551061,1115.122930001028,1159.3052598801341,1195.2444510873438,1229.3206588699175,1257.0775344264853,1282.084232898371,1304.7568281744377,1325.2259553413398,1.5104432182678125
E06000002,46.268320091142094,49.45376792623557,52.85921578346583,59.98948335726688,65.68020861969978,71.37851040472002,77.20310194392283,83.28374637655095,89.69169729205115,97.52069575918996,106.66781269203744,117.8841829226862,127.41259751165718,141.31347861762333,147.7207748955791,152.8275514610209,158.00466974967208,164.1404167006906,172.2322476978922,181.22603335755866,190.68102246661613,200.46582556042796,207.00350902677928,212.81590022051148,218.23353629611668,223.25162910178088,228.1697001135025,232.99875600439037,237.70031178030305,0.44022545220388387
E06000003,60.202834628320275,64.162691353208,66.20997270263103,76.83041151723373,83.70027456137558,90.54694785259336,97.46727437661794,104.67121737463991,112.19301902328209,121.72531101334778,133.1950179146122,147.21436447147846,158.84645373133986,176.10327187837527,182.5988358708634,186.8483967259532,191.06544048158335,197.24233846780098,206.2899418373038,216.4909790376618,227.42976544147024,238.78319017632964,244.84133383483217,249.41408425787844,253.8399931082824,257.95738951502705,261.93406690681144,265.79308357389294,269.54654122695564,0.7094326125606578
E06000004,64.117290322028,65.6812401146247,71.70741593914282,79.89119226307882,88.15602165779725,96.45790878472573,104.50395513014435,115.39523253847612,127.39199473328092,146.56455542164852,173.76315457761243,215.9742236627973,246.74175688648393,310.15404442535527,325.37618959937566,333.42639467700576,343.0552220589444,353.81447137478085,375.95556484867393,404.7157588359841,436.55381924876895,470.3049114832501,488.67387747293685,504.7537462814605,520.0741074657251,533.5523748921128,546.3078116663434,558.4462170877277,569.9542231906096,0.6130533192458739
E06000005,29.440422811887096,31.370536532724643,34.61939976716179,38.45746165362188,42.34370814709141,46.253317491546305,50.25966218134256,54.50823245695855,59.02049251625656,64.4293096559802,70.63574336113992,78.29821925357415,84.9394314222205,94.58531725399438,99.62143025575746,104.02175779183058,108.55654182806734,113.37781491378227,119.39387898343234,126.0179306212864,132.91232230729804,140.02076624710395,145.4433758883971,150.61627119462952,155.3282836508383,159.64284756753446,163.8940661944685,168.08447568475862,172.15199270770543,0.21366682871232892
E06000006,37.050463976776335,39.81074387983959,43.17456755759354,46.662095357579574,50.37216203624375,54.10828901916951,57.720276168088596,62.526581993928254,68.02715107431948,74.25784947234456,81.04115708801126,88.511572013128,98.01859472882862,103.77145540160585,107.7812004019744,111.63830364345183,115.74926302734745,119.89365453268161,124.28667974152582,128.51533944771387,132.75684192013992,136.91456747452656,140.91177175198527,144.74103660498702,148.1778561386065,151.2925810285843,154.41934920539006,157.54111608050027,160.57458121956967,0.3859328705410963
E06000007,44.797244434910425,45.47952896783657,48.65473079311839,53.36453870921841,58.096728948034134,62.81271408949052,67.38245729466267,73.56207756714043,80.48909117155321,88.4145742557649,97.1150791609434,107.05913596479525,119.86270660856268,127.24154709805927,131.60637583663126,135.89518289613616,140.45935497092714,145.06839733627737,149.99024695105365,154.9075855293543,159.9467275721715,165.00212656715001,170.11928606477787,175.19238890127102,180.3647521294689,185.56457618295707,190.79310785346146,196.02535959316467,201.26778242749157,0.6998374282884618
E06000008,52.0858377826326,52.43217098236723,55.3980304481167,60.80013187477144,66.45647167342322,72.2381755854476,78.65569799966893,85.8400513886166,94.15134809950733,105.73296666829454,121.23734685557173,144.42183615065863,161.27497006942892,195.68934714800199,206.7905411145263,214.81419612149506,223.5562586776755,233.38989904726682,248.76573883532694,267.5254139566492,287.5916063710166,308.8699752351082,321.7538005988046,333.69911391917606,343.14526188065713,350.4881705691946,357.4917933416715,364.1633592712157,370.17977599691136,0.47435502674497754
E06000009,31.389640297929102,34.04518304593247,37.05698102822904,41.84865590770144,46.636132964303144,51.41101655229275,56.294763680062445,61.6926041820636,67.41955399712744,74.80800210441343,83.91839715325962,95.78060502127718,105.94689244953285,120.6319962706656,125.60865521130673,129.0060931879914,132.49560341297337,137.1171265387535,144.05836658288115,152.16716109477886,160.87008747030933,170.02665857073322,175.34613971248132,179.8282951189543,184.10559676933718,188.07925589873963,191.944051488362,195.70418136107494,199.35628725858194,0.5597097160930263
E06000010,154.660627623421,157.90387363851858,167.50623243687377,184.83545699787908,203.0847558230213,221.61215100042784,240.14579703559463,262.0751031800287,286.22075230987656,317.83516269586227,357.0174764747826,408.3823936340862,451.8856671833191,520.4595888580244,547.7600254611542,568.3552991736323,590.7203717055628,615.7522259133876,651.5762961668114,692.2572722891164,735.7053282061798,780.5591798679993,809.5162894839241,835.214379605786,856.3423471666639,873.2636945891669,889.6278805718727,905.4331238231584,919.9595969219023,0.9998733222622282
